Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Tomkiewicz, Aleshia | Visited Node Sequence : ->(Empty root node)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Szpak, Melita | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(R)->Rampy, Eric(R)->Throssell, Michell(L)->Spinello, Charisse(R)->Teplica, Martha(L)->Tauras, Svetlana(L)->Stifflemire, Stevie(R)->Sutulovich, Lino(R)->(Empty right child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Jessie, Ashley | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(L)->Grasmick, Marg(R)->Hisaw, Laquita(R)->Manzella, Lura(L)->Klapec, Yuette(L)->Jaret, Corrinne(R)->Kanne, Edgar(L)->Julio, Dewitt(L)->Joulwan, Eva(L)->(Empty left child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Fend, Laila | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(L)->Grasmick, Marg(L)->Erm, Charlesetta(R)->Gastellum, Rueben(L)->Ferenz, Stefany(L)->Faurote, Eloisa(R)->Favaron, Bambi(R)->(Empty right child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Guillereault, Bobbie | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(L)->Grasmick, Marg(R)->Hisaw, Laquita(L)->Gutierres, Peter(L)->Growcock, Augustine(R)->Gunst, Marget(L)->(Empty left child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Paluszynski, Dana | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(R)->Rampy, Eric(L)->Molaison, Pok(R)->Quarto, Karma(L)->Mould, Alethea(R)->Orizabal, Melina(R)->Paletta, Yun(R)->Piehler, Elroy(L)->Panfilov, Hobert(L)->(Empty left child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Newyear, Freida | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(R)->Rampy, Eric(L)->Molaison, Pok(R)->Quarto, Karma(L)->Mould, Alethea(R)->Orizabal, Melina(L)->Neufville, Rory(R)->Noonon, Janessa(L)->Nobel, Wei(L)->(Empty left child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Cellucci, Val | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(L)->Grasmick, Marg(L)->Erm, Charlesetta(L)->Bruch, Niesha(R)->Ear, Luis(L)->Cobbley, Ciara(L)->Bunselmeyer, Annett(R)->Clapham, Tina(L)->Chisum, Tequila(L)->Cantua, Shawana(R)->Casper, Earnestine(R)->(Empty right child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Knapp, Horace | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(L)->Grasmick, Marg(R)->Hisaw, Laquita(R)->Manzella, Lura(L)->Klapec, Yuette(R)->Lapinski, Mee(L)->Kufner, Leonard(L)->Klingaman, Dustin(R)->Kopczynski, Dong(L)->Klipfel, Kristine(R)->(Empty right child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Reinecke, Joana | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(R)->Rampy, Eric(R)->Throssell, Michell(L)->Spinello, Charisse(L)->Salvadore, Octavio(L)->Rawicki, Vicente(R)->Salta, Justine(L)->Rohaley, Giuseppe(L)->Riherd, Meghan(L)->Rieger, Salley(L)->(Empty left child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Schlichter, Tiara | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(R)->Rampy, Eric(R)->Throssell, Michell(L)->Spinello, Charisse(L)->Salvadore, Octavio(R)->Sitra, Tess(L)->Savidge, Milly(R)->Shulick, Anisha(L)->Schurman, Sean(L)->(Empty left child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Swaisgood, Dacia | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(R)->Rampy, Eric(R)->Throssell, Michell(L)->Spinello, Charisse(R)->Teplica, Martha(L)->Tauras, Svetlana(L)->Stifflemire, Stevie(R)->Sutulovich, Lino(R)->Szpak, Melita(L)->(Empty left child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Babineaux, Myong | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(L)->Grasmick, Marg(L)->Erm, Charlesetta(L)->Bruch, Niesha(L)->Aschoff, Pedro(R)->Bairo, Margarett(L)->(Empty left child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Bleile, Gene | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(L)->Grasmick, Marg(L)->Erm, Charlesetta(L)->Bruch, Niesha(L)->Aschoff, Pedro(R)->Bairo, Margarett(R)->Bassil, Kiera(R)->Brace, Marta(L)->Bontemps, Ressie(L)->(Empty left child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Difiora, Kanisha | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(L)->Grasmick, Marg(L)->Erm, Charlesetta(L)->Bruch, Niesha(R)->Ear, Luis(L)->Cobbley, Ciara(R)->Cua, Craig(R)->Dulle, Jenise(L)->Devereux, Luisa(R)->Dormanen, Mammie(L)->Dondero, Casey(L)->(Empty left child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Moeder, Ayesha | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(R)->Rampy, Eric(L)->Molaison, Pok(L)->Meenan, Alexia(R)->Mias, Hubert(R)->(Empty right child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Smalarz, Lanie | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(R)->Rampy, Eric(R)->Throssell, Michell(L)->Spinello, Charisse(L)->Salvadore, Octavio(R)->Sitra, Tess(R)->Sperazza, Vernice(L)->Smethers, Louann(L)->Slotemaker, Melissia(R)->(Empty right child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Polintan, Jaleesa | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(R)->Rampy, Eric(L)->Molaison, Pok(R)->Quarto, Karma(L)->Mould, Alethea(R)->Orizabal, Melina(R)->Paletta, Yun(R)->Piehler, Elroy(R)->Pince, Celestina(R)->Pogorelc, Emily(R)->Puskarich, Thad(L)->(Empty left child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Flotow, Tamekia | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(L)->Grasmick, Marg(L)->Erm, Charlesetta(R)->Gastellum, Rueben(L)->Ferenz, Stefany(R)->Filion, Lelia(R)->Frankel, Una(L)->Fleckles, Malcom(R)->Fletchen, Leota(R)->(Empty right child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Otey, Ula | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(R)->Rampy, Eric(L)->Molaison, Pok(R)->Quarto, Karma(L)->Mould, Alethea(R)->Orizabal, Melina(R)->Paletta, Yun(L)->Outhouse, Nathan(L)->(Empty left child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Ratel, Rosendo | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(R)->Rampy, Eric(R)->Throssell, Michell(L)->Spinello, Charisse(L)->Salvadore, Octavio(L)->Rawicki, Vicente(L)->(Empty left child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Lintner, Timmy | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(L)->Grasmick, Marg(R)->Hisaw, Laquita(R)->Manzella, Lura(L)->Klapec, Yuette(R)->Lapinski, Mee(R)->Loperfido, Margurite(L)->Lavista, Angelo(R)->(Empty right child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Speltz, Zita | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(R)->Rampy, Eric(R)->Throssell, Michell(L)->Spinello, Charisse(L)->Salvadore, Octavio(R)->Sitra, Tess(R)->Sperazza, Vernice(L)->Smethers, Louann(R)->Sovel, Wade(R)->(Empty right child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Lemm, Aleisha | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(L)->Grasmick, Marg(R)->Hisaw, Laquita(R)->Manzella, Lura(L)->Klapec, Yuette(R)->Lapinski, Mee(R)->Loperfido, Margurite(L)->Lavista, Angelo(R)->Lintner, Timmy(L)->(Empty left child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Lavezzo, Naomi | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(L)->Grasmick, Marg(R)->Hisaw, Laquita(R)->Manzella, Lura(L)->Klapec, Yuette(R)->Lapinski, Mee(R)->Loperfido, Margurite(L)->Lavista, Angelo(L)->(Empty left child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Bowling, Aretha | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(L)->Grasmick, Marg(L)->Erm, Charlesetta(L)->Bruch, Niesha(L)->Aschoff, Pedro(R)->Bairo, Margarett(R)->Bassil, Kiera(R)->Brace, Marta(L)->Bontemps, Ressie(R)->(Empty right child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Figuera, Mila | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(L)->Grasmick, Marg(L)->Erm, Charlesetta(R)->Gastellum, Rueben(L)->Ferenz, Stefany(R)->Filion, Lelia(L)->(Empty left child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Zuehl, Orville | Visited Node Sequence : ->Tomkiewicz, Aleshia(R)->Zigomalas, Evan(R)->(Empty right child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Geschke, Gabriele | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(L)->Grasmick, Marg(L)->Erm, Charlesetta(R)->Gastellum, Rueben(R)->Gazzola, Lenny(R)->Goossen, Whitney(L)->(Empty left child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Jaquish, Kara | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(L)->Grasmick, Marg(R)->Hisaw, Laquita(R)->Manzella, Lura(L)->Klapec, Yuette(L)->Jaret, Corrinne(L)->(Empty left child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Lin, Kenny | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(L)->Grasmick, Marg(R)->Hisaw, Laquita(R)->Manzella, Lura(L)->Klapec, Yuette(R)->Lapinski, Mee(R)->Loperfido, Margurite(L)->Lavista, Angelo(R)->Lintner, Timmy(L)->Lemm, Aleisha(R)->(Empty right child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Sugai, Vashti | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(R)->Rampy, Eric(R)->Throssell, Michell(L)->Spinello, Charisse(R)->Teplica, Martha(L)->Tauras, Svetlana(L)->Stifflemire, Stevie(R)->Sutulovich, Lino(L)->(Empty left child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Handsaker, Jordan | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(L)->Grasmick, Marg(R)->Hisaw, Laquita(L)->Gutierres, Peter(R)->Hiltner, Jules(L)->Hanton, Malika(L)->Gutoski, Berry(R)->(Empty right child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Degenhardt, Carisa | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(L)->Grasmick, Marg(L)->Erm, Charlesetta(L)->Bruch, Niesha(R)->Ear, Luis(L)->Cobbley, Ciara(R)->Cua, Craig(R)->Dulle, Jenise(L)->Devereux, Luisa(L)->Damato, Monroe(R)->Delisle, Elsa(L)->Dease, Paola(R)->(Empty right child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Danaher, Audrie | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(L)->Grasmick, Marg(L)->Erm, Charlesetta(L)->Bruch, Niesha(R)->Ear, Luis(L)->Cobbley, Ciara(R)->Cua, Craig(R)->Dulle, Jenise(L)->Devereux, Luisa(L)->Damato, Monroe(R)->Delisle, Elsa(L)->Dease, Paola(L)->(Empty left child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Rodamis, Shaunna | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(R)->Rampy, Eric(R)->Throssell, Michell(L)->Spinello, Charisse(L)->Salvadore, Octavio(L)->Rawicki, Vicente(R)->Salta, Justine(L)->Rohaley, Giuseppe(L)->Riherd, Meghan(R)->(Empty right child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Langer, Coleen | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(L)->Grasmick, Marg(R)->Hisaw, Laquita(R)->Manzella, Lura(L)->Klapec, Yuette(R)->Lapinski, Mee(L)->Kufner, Leonard(R)->Kunimitsu, Carrol(R)->Langenbach, Sena(R)->(Empty right child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Choinski, Katie | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(L)->Grasmick, Marg(L)->Erm, Charlesetta(L)->Bruch, Niesha(R)->Ear, Luis(L)->Cobbley, Ciara(L)->Bunselmeyer, Annett(R)->Clapham, Tina(L)->Chisum, Tequila(R)->(Empty right child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Brau, Dannie | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(L)->Grasmick, Marg(L)->Erm, Charlesetta(L)->Bruch, Niesha(L)->Aschoff, Pedro(R)->Bairo, Margarett(R)->Bassil, Kiera(R)->Brace, Marta(R)->(Empty right child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Donn, Ashanti | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(L)->Grasmick, Marg(L)->Erm, Charlesetta(L)->Bruch, Niesha(R)->Ear, Luis(L)->Cobbley, Ciara(R)->Cua, Craig(R)->Dulle, Jenise(L)->Devereux, Luisa(R)->Dormanen, Mammie(L)->Dondero, Casey(R)->(Empty right child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Dubberly, Madalyn | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(L)->Grasmick, Marg(L)->Erm, Charlesetta(L)->Bruch, Niesha(R)->Ear, Luis(L)->Cobbley, Ciara(R)->Cua, Craig(R)->Dulle, Jenise(L)->Devereux, Luisa(R)->Dormanen, Mammie(R)->Drawe, Elbert(R)->(Empty right child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Signore, Santos | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(R)->Rampy, Eric(R)->Throssell, Michell(L)->Spinello, Charisse(L)->Salvadore, Octavio(R)->Sitra, Tess(L)->Savidge, Milly(R)->Shulick, Anisha(R)->(Empty right child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Flamino, Alyce | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(L)->Grasmick, Marg(L)->Erm, Charlesetta(R)->Gastellum, Rueben(L)->Ferenz, Stefany(R)->Filion, Lelia(R)->Frankel, Una(L)->Fleckles, Malcom(L)->Flam, Mauricio(R)->(Empty right child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Ero, Pearly | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(L)->Grasmick, Marg(L)->Erm, Charlesetta(R)->Gastellum, Rueben(L)->Ferenz, Stefany(L)->Faurote, Eloisa(L)->(Empty left child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Nitschke, Cherrie | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(R)->Rampy, Eric(L)->Molaison, Pok(R)->Quarto, Karma(L)->Mould, Alethea(R)->Orizabal, Melina(L)->Neufville, Rory(R)->Noonon, Janessa(L)->Nobel, Wei(L)->Newyear, Freida(R)->(Empty right child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Shadd, Maia | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(R)->Rampy, Eric(R)->Throssell, Michell(L)->Spinello, Charisse(L)->Salvadore, Octavio(R)->Sitra, Tess(L)->Savidge, Milly(R)->Shulick, Anisha(L)->Schurman, Sean(R)->Semrad, Isaac(R)->Shuhi, Francisca(L)->(Empty left child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Logghe, Edwin | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(L)->Grasmick, Marg(R)->Hisaw, Laquita(R)->Manzella, Lura(L)->Klapec, Yuette(R)->Lapinski, Mee(R)->Loperfido, Margurite(L)->Lavista, Angelo(R)->Lintner, Timmy(R)->(Empty right child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Semenza, Leigha | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(R)->Rampy, Eric(R)->Throssell, Michell(L)->Spinello, Charisse(L)->Salvadore, Octavio(R)->Sitra, Tess(L)->Savidge, Milly(R)->Shulick, Anisha(L)->Schurman, Sean(R)->Semrad, Isaac(L)->(Empty left child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Seeger, Walker | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(R)->Rampy, Eric(R)->Throssell, Michell(L)->Spinello, Charisse(L)->Salvadore, Octavio(R)->Sitra, Tess(L)->Savidge, Milly(R)->Shulick, Anisha(L)->Schurman, Sean(R)->Semrad, Isaac(L)->Semenza, Leigha(L)->(Empty left child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Rodrigues, Nakita | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(R)->Rampy, Eric(R)->Throssell, Michell(L)->Spinello, Charisse(L)->Salvadore, Octavio(L)->Rawicki, Vicente(R)->Salta, Justine(L)->Rohaley, Giuseppe(L)->Riherd, Meghan(R)->Rodamis, Shaunna(R)->(Empty right child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Ozane, Kattie | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(R)->Rampy, Eric(L)->Molaison, Pok(R)->Quarto, Karma(L)->Mould, Alethea(R)->Orizabal, Melina(R)->Paletta, Yun(L)->Outhouse, Nathan(R)->(Empty right child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Suite, Lamar | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(R)->Rampy, Eric(R)->Throssell, Michell(L)->Spinello, Charisse(R)->Teplica, Martha(L)->Tauras, Svetlana(L)->Stifflemire, Stevie(R)->Sutulovich, Lino(L)->Sugai, Vashti(R)->(Empty right child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Uken, Juliana | Visited Node Sequence : ->Tomkiewicz, Aleshia(R)->Zigomalas, Evan(L)->Veness, Tyisha(L)->Veigel, Tamesha(L)->Turziano, Kip(R)->Vanwyhe, Juan(L)->Ungar, Cathern(L)->(Empty left child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Loftin, Chan | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(L)->Grasmick, Marg(R)->Hisaw, Laquita(R)->Manzella, Lura(L)->Klapec, Yuette(R)->Lapinski, Mee(R)->Loperfido, Margurite(L)->Lavista, Angelo(R)->Lintner, Timmy(R)->Logghe, Edwin(L)->(Empty left child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Detamore, Delpha | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(L)->Grasmick, Marg(L)->Erm, Charlesetta(L)->Bruch, Niesha(R)->Ear, Luis(L)->Cobbley, Ciara(R)->Cua, Craig(R)->Dulle, Jenise(L)->Devereux, Luisa(L)->Damato, Monroe(R)->Delisle, Elsa(R)->(Empty right child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Tivis, Floyd | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(R)->Rampy, Eric(R)->Throssell, Michell(R)->Thurm, Brittani(R)->Tishler, Whitney(R)->(Empty right child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Besong, Chantell | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(L)->Grasmick, Marg(L)->Erm, Charlesetta(L)->Bruch, Niesha(L)->Aschoff, Pedro(R)->Bairo, Margarett(R)->Bassil, Kiera(R)->Brace, Marta(L)->Bontemps, Ressie(L)->Bleile, Gene(L)->(Empty left child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Fonua, Martin | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(L)->Grasmick, Marg(L)->Erm, Charlesetta(R)->Gastellum, Rueben(L)->Ferenz, Stefany(R)->Filion, Lelia(R)->Frankel, Una(L)->Fleckles, Malcom(R)->Fletchen, Leota(R)->Flotow, Tamekia(R)->(Empty right child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Erdman, Hyun | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(L)->Grasmick, Marg(L)->Erm, Charlesetta(L)->Bruch, Niesha(R)->Ear, Luis(R)->Elkan, Brynn(R)->Erixon, Gilberto(L)->(Empty left child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Arey, Nada | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(L)->Grasmick, Marg(L)->Erm, Charlesetta(L)->Bruch, Niesha(L)->Aschoff, Pedro(L)->Ansbro, Alyssa(R)->(Empty right child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Pata, Elizabeth | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(R)->Rampy, Eric(L)->Molaison, Pok(R)->Quarto, Karma(L)->Mould, Alethea(R)->Orizabal, Melina(R)->Paletta, Yun(R)->Piehler, Elroy(L)->Panfilov, Hobert(R)->(Empty right child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Washmuth, Dominic | Visited Node Sequence : ->Tomkiewicz, Aleshia(R)->Zigomalas, Evan(L)->Veness, Tyisha(R)->Writer, Fernanda(L)->Weisinger, Reed(L)->Venus, Billy(R)->Viengxay, Crista(R)->(Empty right child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Packebush, Alise | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(R)->Rampy, Eric(L)->Molaison, Pok(R)->Quarto, Karma(L)->Mould, Alethea(R)->Orizabal, Melina(R)->Paletta, Yun(L)->Outhouse, Nathan(R)->Ozane, Kattie(R)->(Empty right child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Bardsley, Flo | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(L)->Grasmick, Marg(L)->Erm, Charlesetta(L)->Bruch, Niesha(L)->Aschoff, Pedro(R)->Bairo, Margarett(R)->Bassil, Kiera(L)->Barbone, Beth(R)->Barresi, Desire(L)->(Empty left child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Sandblom, Bonita | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(R)->Rampy, Eric(R)->Throssell, Michell(L)->Spinello, Charisse(L)->Salvadore, Octavio(R)->Sitra, Tess(L)->Savidge, Milly(L)->Sandlin, Domonique(L)->(Empty left child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Rush, Royal | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(R)->Rampy, Eric(R)->Throssell, Michell(L)->Spinello, Charisse(L)->Salvadore, Octavio(L)->Rawicki, Vicente(R)->Salta, Justine(L)->Rohaley, Giuseppe(R)->Rubano, Wendell(R)->Sakshaug, Julie(L)->(Empty left child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Talentino, Erasmo | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(R)->Rampy, Eric(R)->Throssell, Michell(L)->Spinello, Charisse(R)->Teplica, Martha(L)->Tauras, Svetlana(L)->Stifflemire, Stevie(R)->Sutulovich, Lino(R)->Szpak, Melita(R)->(Empty right child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Smeby, Mari | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(R)->Rampy, Eric(R)->Throssell, Michell(L)->Spinello, Charisse(L)->Salvadore, Octavio(R)->Sitra, Tess(R)->Sperazza, Vernice(L)->Smethers, Louann(L)->Slotemaker, Melissia(R)->Smalarz, Lanie(R)->(Empty right child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Ventry, Eleonora | Visited Node Sequence : ->Tomkiewicz, Aleshia(R)->Zigomalas, Evan(L)->Veness, Tyisha(R)->Writer, Fernanda(L)->Weisinger, Reed(L)->Venus, Billy(L)->(Empty left child)
Time: 2024-05-26 22:57:23 | Operation: put | Member Name: Shiraki, Therese | Visited Node Sequence : ->Tomkiewicz, Aleshia(L)->Andrade, France(R)->Mcwalters, Ulysses(R)->Rampy, Eric(R)->Throssell, Michell(L)->Spinello, Charisse(L)->Salvadore, Octavio(R)->Sitra, Tess(L)->Savidge, Milly(R)->Shulick, Anisha(L)->Schurman, Sean(R)->Semrad, Isaac(R)->Shuhi, Francisca(L)->Shadd, Maia(R)->(Empty right child)
